"State_Name","District","Sub-District","Financial_Year","Month","Indicator_Code","Indicator_Name","Code_And_Section","Reported_Value_for_Public_Facility","Reported_Value_for_Private_Facility","Reported_Value_for_Rural","Reported_Value_for_Urban"
"Maharashtra","Buldana","Nandura","2019-2020","April","14.4.3","Inpatient - Typhoid","M14 [Patient Services]","0","NA","0","NA"
"Maharashtra","Buldana","Nandura","2019-2020","April","14.6.2","Emergency - Burn","M14 [Patient Services]","NA","NA","NA","NA"
"Maharashtra","Buldana","Nandura","2019-2020","April","14.9.1","Inpatient Deaths - Male","M14 [Patient Services]","0","NA","0","NA"
"Maharashtra","Buldana","Nandura","2019-2020","April","14.18","Blood Units Issued on replacement (Family Donors to be considered as replacement donations)","M14 [Patient Services]","NA","NA","NA","NA"
"Maharashtra","Buldana","Nandura","2019-2020","April","14.19","Total number of blood units issued in year","M14 [Patient Services]","NA","NA","NA","NA"
"Maharashtra","Buldana","Sangrampur","2019-2020","April","1.2.7","Number of PW received 4 or more ANC check ups","M1 [Ante Natal Care (ANC)]","194","NA","194","NA"
"Maharashtra","Buldana","Sangrampur","2019-2020","April","8.2.3","Number of Postpartum sterilizations (within 7 days of delivery by minilap or concurrent with caesarean section) conducted","M8 [Family Planning]","0","NA","0","NA"
"Maharashtra","Buldana","Sangrampur","2019-2020","April","8.5","Number of Post Abortion (within 12 days of spontaneous or surgical abortion) IUCD insertions","M8 [Family Planning]","0","NA","0","NA"
"Maharashtra","Buldana","Sangrampur","2019-2020","April","9.1.3","Child immunisation - DPT1","M9 [CHILD IMMUNISATION]","0","NA","0","NA"
"Maharashtra","Buldana","Mehkar","2019-2020","April","16.3.3","Number of Infant Deaths (1 -12 months) due to Fever related","M16 [Details of deaths reported with probable causes:]","0","NA","0","0"
"Maharashtra","Buldana","Mehkar","2019-2020","April","10.13","Children admitted with upper respiratory infections","M10 [Number of cases of Childhood Diseases (0-5 years)]","0","NA","0","0"
"Maharashtra","Buldana","Motala","2019-2020","April","4.4.1","Number of newborns weighed at birth","M4 [Pregnancy outcome & details of new-born]","44","NA","44","NA"
"Maharashtra","Buldana","Motala","2019-2020","April","7.1.1","New RTI/STI cases identified - Male","M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases]","0","NA","0","NA"
"Maharashtra","Buldana","Motala","2019-2020","April","9.1.18","Child immunisation - Inactivated Polio Vaccine 2 (IPV 2)","M9 [CHILD IMMUNISATION]","88","NA","88","NA"
"Maharashtra","Buldana","Motala","2019-2020","April","15.3.4.a","Number of Male STI/RTI attendees tested for syphilis","M15 [Laboratory Testing]","0","NA","0","NA"
"Maharashtra","Buldana","Motala","2019-2020","April","10.13","Children admitted with upper respiratory infections","M10 [Number of cases of Childhood Diseases (0-5 years)]","0","NA","0","NA"
"Maharashtra","Buldana","Nandura","2019-2020","April","1.6.2.c","Number of syphilis positive pregnant women treated for Syphilis","M1 [Ante Natal Care (ANC)]","0","NA","0","NA"
"Maharashtra","Buldana","Nandura","2019-2020","April","2.2","Number of Institutional Deliveries conducted (Including C-Sections)","M2 [Deliveries]","38","NA","38","NA"
"Maharashtra","Buldana","Nandura","2019-2020","April","2.2.2","Number of newborns received 6 HBNC  visits after Institutional Delivery","M2 [Deliveries]","121","NA","121","NA"
"Maharashtra","Buldana","Nandura","2019-2020","April","7.2.1","RTI/STI for which treatment initiated - Male","M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases]","24","NA","24","NA"
"Maharashtra","Buldana","Nandura","2019-2020","April","14.6.7","Emergency - CVA ( Cerebovascular Disease)","M14 [Patient Services]","NA","NA","NA","NA"
"Maharashtra","Buldana","Nandura","2019-2020","April","16.1","Infant deaths within 24 hrs(1 to 23 Hrs) of birth","M16 [Details of deaths reported with probable causes:]","0","NA","0","NA"
"Maharashtra","Buldana","Sangrampur","2019-2020","April","4.3.2.a","Post Abortion/ MTP Complications Identified","M4 [Pregnancy outcome & details of new-born]","0","NA","0","NA"
"Maharashtra","Buldana","Sangrampur","2019-2020","April","9.7.2","Immunisation sessions held","M9 [CHILD IMMUNISATION]","78","NA","78","NA"
"Maharashtra","Buldana","Mehkar","2019-2020","April","14.8.3","Major Surgeries excluding Obstetrics, Gynaecology and Opthalmology etc.","M14 [Patient Services]","NA","NA","NA","NA"
"Maharashtra","Buldana","Mehkar","2019-2020","April","16.7.1","Number of Adolscent / Adult deaths due to Diarrhoeal diseases","M16 [Details of deaths reported with probable causes:]","0","NA","0","0"
"Maharashtra","Buldana","Motala","2019-2020","April","1.5.2","Number of PW tested positive for GDM","M1 [Ante Natal Care (ANC)]","0","NA","0","NA"
"Maharashtra","Buldana","Motala","2019-2020","April","4.1.3","Still Birth","M4 [Pregnancy outcome & details of new-born]","0","NA","0","NA"
"Maharashtra","Buldana","Motala","2019-2020","April","9.1.2","Child immunisation - BCG","M9 [CHILD IMMUNISATION]","198","NA","198","NA"
"Maharashtra","Buldana","Buldana","2019-2020","April","1.5.2","Number of PW tested positive for GDM","M1 [Ante Natal Care (ANC)]","0","0","0","0"
"Maharashtra","Buldana","Buldana","2019-2020","April","9.7.2","Immunisation sessions held","M9 [CHILD IMMUNISATION]","171","0","136","35"
"Maharashtra","Buldana","Buldana","2019-2020","April","15.2.1","Number of Hb tests conducted","M15 [Laboratory Testing]","630","NA","591","39"
"Maharashtra","Buldana","Chikhali","2019-2020","April","1.4.3","Number of PW having Hb level<7 (tested cases)","M1 [Ante Natal Care (ANC)]","12","NA","8","4"
"Maharashtra","Buldana","Chikhali","2019-2020","April","2.1.1.a","Number of Home Deliveries attended by Skill Birth Attendant(SBA) (Doctor/Nurse/ANM)","M2 [Deliveries]","0","NA","0","0"
"Maharashtra","Buldana","Chikhali","2019-2020","April","8.10","Injectable Contraceptive-Antara Program- Third Dose","M8 [Family Planning]","0","NA","0","0"
"Maharashtra","Buldana","Chikhali","2019-2020","April","9.1.13","Child immunisation - Hepatitis-B0 (Birth Dose)","M9 [CHILD IMMUNISATION]","37","NA","37","0"
"Maharashtra","Buldana","Chikhali","2019-2020","April","14.3.3","Number of Left Against Medical Advice (LAMA) cases","M14 [Patient Services]","0","NA","0","0"
"Maharashtra","Buldana","Chikhali","2019-2020","April","14.8.3","Major Surgeries excluding Obstetrics, Gynaecology and Opthalmology etc.","M14 [Patient Services]","NA","NA","NA","NA"
"Maharashtra","Buldana","Deulgaon Raja","2019-2020","April","1.2.8","Number of PW given ANC Corticosteroids in Pre Term Labour","M1 [Ante Natal Care (ANC)]","0","NA","0","0"
"Maharashtra","Buldana","Deulgaon Raja","2019-2020","April","9.1.9","Child immunisation - OPV 0 (Birth Dose)","M9 [CHILD IMMUNISATION]","142","NA","120","22"
"Maharashtra","Buldana","Deulgaon Raja","2019-2020","April","9.3.3","Child immunisation - JE 1st dose","M9 [CHILD IMMUNISATION]","0","NA","0","0"
"Maharashtra","Buldana","Deulgaon Raja","2019-2020","April","10.10","Childhood Diseases - Malaria","M10 [Number of cases of Childhood Diseases (0-5 years)]","0","NA","0","0"
"Maharashtra","Buldana","Deulgaon Raja","2019-2020","April","11.1.1.b","Malaria (Microscopy Tests ) - Plasmodium Vivax test positive","M11 [NVBDCP]","0","NA","0","0"
"Maharashtra","Buldana","Deulgaon Raja","2019-2020","April","14.8.1","Operation major (General and spinal anaesthesia)","M14 [Patient Services]","0","NA","0","0"
"Maharashtra","Buldana","Deulgaon Raja","2019-2020","April","14.14.2","Number of children discharged with target weight gain from the NRCs","M14 [Patient Services]","0","NA","0","0"
"Maharashtra","Buldana","Deulgaon Raja","2019-2020","April","16.8.3","Number of Deaths due to Kala Azar","M16 [Details of deaths reported with probable causes:]","0","NA","0","0"
"Maharashtra","Buldana","Jalgaon Jamod","2019-2020","April","2.2.1","Out of total institutional deliveries number of women discharged within 48 hours of delivery","M2 [Deliveries]","19","NA","19","0"
"Maharashtra","Buldana","Jalgaon Jamod","2019-2020","April","4.1.2","Number of Pre term newborns ( < 37 weeks of pregnancy)","M4 [Pregnancy outcome & details of new-born]","1","NA","0","1"
"Maharashtra","Buldana","Jalgaon Jamod","2019-2020","April","11.3.2","Dengue - Enzyme- Linked Immuno Sorbent Assay (ELISA) Test Positive","M11 [NVBDCP]","NA","NA","NA","NA"
"Maharashtra","Buldana","Jalgaon Jamod","2019-2020","April","11.4.1","Tests Conducted for JE","M11 [NVBDCP]","NA","NA","NA","NA"
"Maharashtra","Buldana","Jalgaon Jamod","2019-2020","April","12.1.2.b","Out of registered, Boys received clinical services","M12 [Adolscent Health]","0","NA","0","0"
"Maharashtra","Buldana","Jalgaon Jamod","2019-2020","April","15.5.2","Radiology - Ultrasonography (USG)","M15 [Laboratory Testing]","NA","NA","NA","NA"
"Maharashtra","Buldana","Khamgaon","2019-2020","April","11.1.2.c","Malaria (RDT) - Plamodium Falciparum test positive","M11 [NVBDCP]","0","NA","0","NA"
"Maharashtra","Buldana","Khamgaon","2019-2020","April","14.1.5","Outpatient - Mental illness","M14 [Patient Services]","3","NA","3","NA"
"Maharashtra","Buldana","Khamgaon","2019-2020","April","14.3.1.b","Inpatient (Male)- Adults","M14 [Patient Services]","900","NA","900","NA"
"Maharashtra","Buldana","Lonar","2019-2020","April","9.2.4.a","Children aged between 9 and 11 months fully immunized- Male","M9 [CHILD IMMUNISATION]","130","NA","113","17"
"Maharashtra","Buldana","Lonar","2019-2020","April","9.5.2","Children more than 5 years received DPT5 (2nd Booster)","M9 [CHILD IMMUNISATION]","0","NA","0","0"
"Maharashtra","Buldana","Lonar","2019-2020","April","12.1.3.a","Out of registered, Girls received counselling","M12 [Adolscent Health]","0","NA","0","NA"
"Maharashtra","Buldana","Lonar","2019-2020","April","14.8.4","Operation minor (No or local anaesthesia)","M14 [Patient Services]","9","NA","7","2"
"Maharashtra","Buldana","Buldana","2019-2020","April","1.6.2.c","Number of syphilis positive pregnant women treated for Syphilis","M1 [Ante Natal Care (ANC)]","0","0","0","0"
"Maharashtra","Buldana","Buldana","2019-2020","April","8.17.5","Deaths following male sterilization","M8 [Family Planning]","0","0","0","0"
"Maharashtra","Buldana","Buldana","2019-2020","April","9.2.4.b","Children aged between 9 and 11 months fully immunized - Female","M9 [CHILD IMMUNISATION]","213","0","200","13"
"Maharashtra","Buldana","Buldana","2019-2020","April","12.1.1.b","Boys registered in AFHC","M12 [Adolscent Health]","0","NA","0","0"
"Maharashtra","Buldana","Buldana","2019-2020","April","14.1.9","Outpatient - Oncology","M14 [Patient Services]","0","NA","0","0"
"Maharashtra","Buldana","Buldana","2019-2020","April","16.3.1","Number of Infant Deaths (1 -12 months) due to Pneumonia","M16 [Details of deaths reported with probable causes:]","0","NA","0","0"
"Maharashtra","Buldana","Buldana","2019-2020","April","16.4.1","Number of Child Deaths (1 -5 years) due to Pneumonia","M16 [Details of deaths reported with probable causes:]","0","NA","0","0"
"Maharashtra","Buldana","Chikhali","2019-2020","April","1.3.1.a","Out of the new cases of PW with hypertension detected, cases managed at institution","M1 [Ante Natal Care (ANC)]","1","NA","1","0"
"Maharashtra","Buldana","Chikhali","2019-2020","April","10.9","Childhood Diseases - Measles","M10 [Number of cases of Childhood Diseases (0-5 years)]","0","NA","0","0"
"Maharashtra","Buldana","Chikhali","2019-2020","April","14.4.6","Inpatient - Pyrexia of unknown origin (PUO)","M14 [Patient Services]","19","NA","0","19"
"Maharashtra","Buldana","Chikhali","2019-2020","April","15.5.2","Radiology - Ultrasonography (USG)","M15 [Laboratory Testing]","NA","NA","NA","NA"
"Maharashtra","Buldana","Chikhali","2019-2020","April","16.6","Total Facility Based Maternal Death Reviews (FBMDR) done","M16 [Details of deaths reported with probable causes:]","0","NA","NA","0"
"Maharashtra","Buldana","Chikhali","2019-2020","April","16.8.6","Number of Deaths due to Japanese  Encephalitis (JE)","M16 [Details of deaths reported with probable causes:]","0","NA","0","0"
"Maharashtra","Buldana","Deulgaon Raja","2019-2020","April","1.2.1","Number of PW given TT1","M1 [Ante Natal Care (ANC)]","156","NA","108","48"
"Maharashtra","Buldana","Deulgaon Raja","2019-2020","April","14.2.2","Ayush - Outpatient attendance","M14 [Patient Services]","440","NA","440","0"
"Maharashtra","Buldana","Deulgaon Raja","2019-2020","April","14.6.7","Emergency - CVA ( Cerebovascular Disease)","M14 [Patient Services]","0","NA","0","0"
"Maharashtra","Buldana","Deulgaon Raja","2019-2020","April","14.11","Number of Admission in NBSU ( New Born Stabilisation Unit)","M14 [Patient Services]","3","NA","3","0"
"Maharashtra","Buldana","Deulgaon Raja","2019-2020","April","14.20","Patient Satisfaction Score of the facility in percentage (from Mera Aspatal)","M14 [Patient Services]","NA","NA","NA","NA"
"Maharashtra","Buldana","Jalgaon Jamod","2019-2020","April","9.1.12","Child immunisation - OPV3","M9 [CHILD IMMUNISATION]","206","NA","183","23"
"Maharashtra","Buldana","Jalgaon Jamod","2019-2020","April","14.8.7","Number of blood transfusions done","M14 [Patient Services]","0","NA","0","0"
"Maharashtra","Buldana","Jalgaon Jamod","2019-2020","April","14.14.2","Number of children discharged with target weight gain from the NRCs","M14 [Patient Services]","0","NA","0","0"
"Maharashtra","Buldana","Sangrampur","2019-2020","April","8.16","Number of Pregnancy Test Kits (PTK) used","M8 [Family Planning]","58","NA","58","NA"
"Maharashtra","Buldana","Shegaon","2019-2020","April","1.4.1","Number of PW tested for Haemoglobin (Hb ) 4 or more than 4 times for respective ANCs","M1 [Ante Natal Care (ANC)]","174","NA","124","50"
"Maharashtra","Buldana","Shegaon","2019-2020","April","4.1.2","Number of Pre term newborns ( < 37 weeks of pregnancy)","M4 [Pregnancy outcome & details of new-born]","2","NA","0","2"
"Maharashtra","Buldana","Shegaon","2019-2020","April","10.10","Childhood Diseases - Malaria","M10 [Number of cases of Childhood Diseases (0-5 years)]","0","NA","0","0"
"Maharashtra","Buldana","Shegaon","2019-2020","April","11.4.2","Tests Positive for JE","M11 [NVBDCP]","0","NA","NA","0"
"Maharashtra","Buldana","Shegaon","2019-2020","April","12.1.2.a","Out of registered, Girls received clinical services","M12 [Adolscent Health]","0","NA","0","0"
"Maharashtra","Buldana","Shegaon","2019-2020","April","16.8.1","Number of Deaths due to Malaria- Plasmodium Vivax","M16 [Details of deaths reported with probable causes:]","0","NA","0","0"
"Maharashtra","Buldana","Sindkhed Raja","2019-2020","April","8.17.6","Deaths following female sterilization","M8 [Family Planning]","0","NA","0","0"
"Maharashtra","Buldana","Sindkhed Raja","2019-2020","April","9.1.15","Child immunisation - Hepatitis-B2","M9 [CHILD IMMUNISATION]","0","NA","0","0"
"Maharashtra","Buldana","Sindkhed Raja","2019-2020","April","9.2.3","Child immunisation (9-11months) - JE 1st dose","M9 [CHILD IMMUNISATION]","0","NA","0","0"
"Maharashtra","Buldana","Sindkhed Raja","2019-2020","April","9.3.2","Child immunisation - Measles-1st dose","M9 [CHILD IMMUNISATION]","0","NA","0","0"
"Maharashtra","Buldana","Sindkhed Raja","2019-2020","April","9.3.3","Child immunisation - JE 1st dose","M9 [CHILD IMMUNISATION]","0","NA","0","0"
"Maharashtra","Buldana","Motala","2019-2020","April","13.1","Number of on-going DOTS patients registered","M13 [Directly Observed Treatment, Short-course (DOTS)]","3","NA","3","NA"
"Maharashtra","Buldana","Motala","2019-2020","April","8.13","Number of Condom pieces distributed","M8 [Family Planning]","370","NA","370","NA"
"Maharashtra","Buldana","Nandura","2019-2020","April","1.1","Total number of pregnant women registered for ANC","M1 [Ante Natal Care (ANC)]","243","NA","243","NA"
"Maharashtra","Buldana","Nandura","2019-2020","April","1.4.1","Number of PW tested for Haemoglobin (Hb ) 4 or more than 4 times for respective ANCs","M1 [Ante Natal Care (ANC)]","236","NA","236","NA"
"Maharashtra","Buldana","Nandura","2019-2020","April","1.6.2.a","Number of pregnant women tested  for Syphilis","M1 [Ante Natal Care (ANC)]","0","NA","0","NA"
"Maharashtra","Buldana","Nandura","2019-2020","April","8.3","Number of Interval IUCD Insertions (excluding PPIUCD and PAIUCD)","M8 [Family Planning]","25","NA","25","NA"
"Maharashtra","Buldana","Nandura","2019-2020","April","12.1.3.b","Out of registered, Boys received counselling","M12 [Adolscent Health]","0","NA","0","NA"
"Maharashtra","Buldana","Nandura","2019-2020","April","14.2.1","Allopathic- Outpatient attendance","M14 [Patient Services]","10226","NA","10226","NA"
"Maharashtra","Buldana","Nandura","2019-2020","April","14.8.7","Number of blood transfusions done","M14 [Patient Services]","0","NA","0","NA"
"Maharashtra","Buldana","Nandura","2019-2020","April","16.8.1","Number of Deaths due to Malaria- Plasmodium Vivax","M16 [Details of deaths reported with probable causes:]","0","NA","0","NA"
"Maharashtra","Buldana","Nandura","2019-2020","April","8.13","Number of Condom pieces distributed","M8 [Family Planning]","2009","NA","2009","NA"
"Maharashtra","Buldana","Sangrampur","2019-2020","April","1.2.1","Number of PW given TT1","M1 [Ante Natal Care (ANC)]","129","NA","129","NA"
"Maharashtra","Buldana","Sangrampur","2019-2020","April","1.2.5","Number of PW given 360 Calcium tablets","M1 [Ante Natal Care (ANC)]","19","NA","19","NA"
"Maharashtra","Buldana","Sangrampur","2019-2020","April","3.1.1","C-sections, performed at night (8 PM- 8 AM)","M3 [Number of Caesarean (C-Section) deliveries]","0","NA","0","NA"
"Maharashtra","Buldana","Sangrampur","2019-2020","April","4.3.2.b","Post Abortion/ MTP Complications Treated","M4 [Pregnancy outcome & details of new-born]","0","NA","0","NA"
"Maharashtra","Buldana","Sangrampur","2019-2020","April","10.8","Childhood Diseases - Acute Flaccid Paralysis(AFP)","M10 [Number of cases of Childhood Diseases (0-5 years)]","0","NA","0","NA"
"Maharashtra","Buldana","Sangrampur","2019-2020","April","14.8.6","Number of blood units issued","M14 [Patient Services]","0","NA","0","NA"
"Maharashtra","Buldana","Lonar","2019-2020","April","13.2","Number of DOTS cases completed successfully","M13 [Directly Observed Treatment, Short-course (DOTS)]","2","NA","1","1"
"Maharashtra","Buldana","Lonar","2019-2020","April","14.1.3","Outpatient - Stroke (Paralysis)","M14 [Patient Services]","0","NA","0","0"
"Maharashtra","Buldana","Lonar","2019-2020","April","14.2.2","Ayush - Outpatient attendance","M14 [Patient Services]","1434","NA","1434","0"
"Maharashtra","Buldana","Lonar","2019-2020","April","14.3.2.a","Inpatient (Female)- Children<18yrs","M14 [Patient Services]","63","NA","55","8"
"Maharashtra","Buldana","Lonar","2019-2020","April","15.3.3.c","Out of the above number screened positive, number confirmed with HIV infection at Integrated Counselling and Testing Centre (ICTC)","M15 [Laboratory Testing]","0","NA","0","0"
"Maharashtra","Buldana","Lonar","2019-2020","April","16.3.2","Number of Infant Deaths (1 -12 months) due to Diarrhoea","M16 [Details of deaths reported with probable causes:]","0","NA","0","0"
"Maharashtra","Buldana","Lonar","2019-2020","April","16.3.4","Number of Infant Deaths (1 -12 months) due to Measles","M16 [Details of deaths reported with probable causes:]","0","NA","0","0"
"Maharashtra","Buldana","Malkapur","2019-2020","April","1.2.4","Number of PW given 180 Iron Folic Acid (IFA) tablets","M1 [Ante Natal Care (ANC)]","180","NA","87","93"
"Maharashtra","Buldana","Malkapur","2019-2020","April","9.6.1","Number of cases of AEFI - Abscess","M9 [CHILD IMMUNISATION]","0","NA","0","0"
"Maharashtra","Buldana","Malkapur","2019-2020","April","14.1.5","Outpatient - Mental illness","M14 [Patient Services]","0","NA","0","0"
"Maharashtra","Buldana","Malkapur","2019-2020","April","14.6.3","Emergency - Obstetrics complications","M14 [Patient Services]","0","NA","NA","0"
"Maharashtra","Buldana","Malkapur","2019-2020","April","15.1","Number of Lab Tests done","M15 [Laboratory Testing]","2445","NA","70","2375"
"Maharashtra","Buldana","Malkapur","2019-2020","April","16.7.10","Number of Adolscent / Adult deaths due to Suicide","M16 [Details of deaths reported with probable causes:]","0","NA","0","0"
"Maharashtra","Buldana","Malkapur","2019-2020","April","16.8.2","Number of Deaths due to Malaria- Plasmodium Falciparum","M16 [Details of deaths reported with probable causes:]","0","NA","0","0"
"Maharashtra","Buldana","Malkapur","2019-2020","April","8.15","Number of Emergency Contraceptive Pills (ECP) given","M8 [Family Planning]","0","NA","0","0"
"Maharashtra","Buldana","Mehkar","2019-2020","April","1.2.5","Number of PW given 360 Calcium tablets","M1 [Ante Natal Care (ANC)]","70","NA","70","0"
"Maharashtra","Buldana","Mehkar","2019-2020","April","8.17.3","Failures following male sterilization","M8 [Family Planning]","0","NA","0","0"
"Maharashtra","Buldana","Motala","2019-2020","April","16.3.5","Number of Infant Deaths (1 -12 months) due to Others","M16 [Details of deaths reported with probable causes:]","0","NA","0","NA"
"Maharashtra","Buldana","Nandura","2019-2020","April","8.4","Number of Postpartum (within 48 hours of delivery) IUCD insertions","M8 [Family Planning]","2","NA","2","NA"
"Maharashtra","Buldana","Nandura","2019-2020","April","8.17.5","Deaths following male sterilization","M8 [Family Planning]","0","NA","0","NA"
"Maharashtra","Buldana","Nandura","2019-2020","April","9.1.2","Child immunisation - BCG","M9 [CHILD IMMUNISATION]","201","NA","201","NA"
"Maharashtra","Buldana","Nandura","2019-2020","April","9.7.1","Immunisation sessions planned","M9 [CHILD IMMUNISATION]","103","NA","103","NA"
"Maharashtra","Buldana","Nandura","2019-2020","April","9.7.2","Immunisation sessions held","M9 [CHILD IMMUNISATION]","103","NA","103","NA"
"Maharashtra","Buldana","Nandura","2019-2020","April","14.1.4","Outpatient - Acute Heart Diseases","M14 [Patient Services]","0","NA","0","NA"
"Maharashtra","Buldana","Sangrampur","2019-2020","April","1.6.2.c","Number of syphilis positive pregnant women treated for Syphilis","M1 [Ante Natal Care (ANC)]","0","NA","0","NA"
"Maharashtra","Buldana","Sangrampur","2019-2020","April","7.2.1","RTI/STI for which treatment initiated - Male","M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases]","0","NA","0","NA"
"Maharashtra","Buldana","Sangrampur","2019-2020","April","8.6","Number of IUCD Removals","M8 [Family Planning]","3","NA","3","NA"
"Maharashtra","Buldana","Sangrampur","2019-2020","April","9.1.19","Child immunisation - Rotavirus 1","M9 [CHILD IMMUNISATION]","0","NA","0","NA"
"Maharashtra","Buldana","Sangrampur","2019-2020","April","10.4","Childhood Diseases - Diphtheria","M10 [Number of cases of Childhood Diseases (0-5 years)]","0","NA","0","NA"
"Maharashtra","Buldana","Sangrampur","2019-2020","April","10.5","Childhood Diseases - Pertussis","M10 [Number of cases of Childhood Diseases (0-5 years)]","0","NA","0","NA"
"Maharashtra","Buldana","Sangrampur","2019-2020","April","12.1.2.b","Out of registered, Boys received clinical services","M12 [Adolscent Health]","0","NA","0","NA"
"Maharashtra","Buldana","Sangrampur","2019-2020","April","14.6.7","Emergency - CVA ( Cerebovascular Disease)","M14 [Patient Services]","0","NA","0","NA"
"Maharashtra","Buldana","Sangrampur","2019-2020","April","14.17","Stock out rate of essential Drugs","M14 [Patient Services]","NA","NA","NA","NA"
"Maharashtra","Buldana","Sangrampur","2019-2020","April","16.1","Infant deaths within 24 hrs(1 to 23 Hrs) of birth","M16 [Details of deaths reported with probable causes:]","0","NA","0","NA"
"Maharashtra","Buldana","Shegaon","2019-2020","April","8.10","Injectable Contraceptive-Antara Program- Third Dose","M8 [Family Planning]","0","NA","0","0"
"Maharashtra","Buldana","Shegaon","2019-2020","April","8.11","Injectable Contraceptive-Antara Program- Fourth or more than fourth","M8 [Family Planning]","0","NA","0","0"
"Maharashtra","Buldana","Shegaon","2019-2020","April","9.4.1","Child immunisation - Measles & Rubella (MR)- 2nd Dose (16-24 months)","M9 [CHILD IMMUNISATION]","252","NA","108","144"
"Maharashtra","Buldana","Shegaon","2019-2020","April","10.6","Childhood Diseases - Tetanus Neonatorum","M10 [Number of cases of Childhood Diseases (0-5 years)]","0","NA","0","0"
"Maharashtra","Buldana","Shegaon","2019-2020","April","11.1.2.b","Malaria (RDT) - Plasmodium Vivax test positive","M11 [NVBDCP]","0","NA","0","0"
"Maharashtra","Buldana","Shegaon","2019-2020","April","16.2.3","Infant Deaths up to 4 weeks due to Other causes","M16 [Details of deaths reported with probable causes:]","0","NA","0","0"
"Maharashtra","Buldana","Sindkhed Raja","2019-2020","April","1.1","Total number of pregnant women registered for ANC","M1 [Ante Natal Care (ANC)]","230","NA","208","22"
"Maharashtra","Buldana","Sindkhed Raja","2019-2020","April","5.2","Number of Complicated pregnancies treated with Blood Transfusion","M5 [Complicated Pregnancies]","0","NA","NA","0"
"Maharashtra","Buldana","Sindkhed Raja","2019-2020","April","8.8","Injectable Contraceptive-Antara Program- First Dose","M8 [Family Planning]","0","NA","0","0"
"Maharashtra","Buldana","Sindkhed Raja","2019-2020","April","9.7.3","Number of Immunisation sessions where ASHAs were present","M9 [CHILD IMMUNISATION]","117","NA","117","0"
"Maharashtra","Buldana","Sindkhed Raja","2019-2020","April","14.1.3","Outpatient - Stroke (Paralysis)","M14 [Patient Services]","0","NA","0","0"
"Maharashtra","Buldana","Sindkhed Raja","2019-2020","April","14.4.7","Inpatient - Diarrhea with dehydration","M14 [Patient Services]","76","NA","0","76"
"Maharashtra","Buldana","Sindkhed Raja","2019-2020","April","16.8.5","Number of Deaths due to Acute Encephelitis Syndrome (AES)","M16 [Details of deaths reported with probable causes:]","0","NA","0","0"
"Maharashtra","Buldana","Sindkhed Raja","2019-2020","April","14.7","Number of deaths occurring at Emergency Department","M14 [Patient Services]","0","NA","NA","0"
"Maharashtra","Buldana","Sindkhed Raja","2019-2020","April","15.4.1","Widal tests - Number Tested","M15 [Laboratory Testing]","39","NA","0","39"
"Maharashtra","Buldana","Sindkhed Raja","2019-2020","April","16.7.10","Number of Adolscent / Adult deaths due to Suicide","M16 [Details of deaths reported with probable causes:]","2","NA","2","0"
"Maharashtra","Buldana","Buldana","2019-2020","April","6.2","Women receiving 1st post partum checkup between 48 hours and 14 days","M6 [Post Natal Care (PNC)]","339","1836","2166","9"
"Maharashtra","Buldana","Sangrampur","2019-2020","April","15.3.1.a","Male HIV - Number Tested","M15 [Laboratory Testing]","160","NA","160","NA"
"Maharashtra","Buldana","Sangrampur","2019-2020","April","15.3.1.b","Male HIV - Number Positive","M15 [Laboratory Testing]","0","NA","0","NA"
"Maharashtra","Buldana","Shegaon","2019-2020","April","7.1.1","New RTI/STI cases identified - Male","M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases]","1","NA","1","0"
"Maharashtra","Buldana","Shegaon","2019-2020","April","10.7","Childhood Diseases - Tuberculosis (TB)","M10 [Number of cases of Childhood Diseases (0-5 years)]","0","NA","0","0"
"Maharashtra","Buldana","Shegaon","2019-2020","April","14.1.7","Outpatient - Ophthalmic Related","M14 [Patient Services]","509","NA","26","483"
"Maharashtra","Buldana","Shegaon","2019-2020","April","15.5.1","Radiology - X-ray","M15 [Laboratory Testing]","108","NA","NA","108"
"Maharashtra","Buldana","Shegaon","2019-2020","April","16.7.6","Number of Adolscent / Adult deaths due to Heart disease/Hypertension related","M16 [Details of deaths reported with probable causes:]","3","NA","3","0"
"Maharashtra","Buldana","Sindkhed Raja","2019-2020","April","4.1.1.b","Live Birth - Female","M4 [Pregnancy outcome & details of new-born]","16","NA","13","3"
"Maharashtra","Buldana","Buldana","2019-2020","April","14.7","Number of deaths occurring at Emergency Department","M14 [Patient Services]","3","NA","3","0"
"Maharashtra","Buldana","Chikhali","2019-2020","April","1.6.1.b","Out of above, number of PW found sero positive for syphilis","M1 [Ante Natal Care (ANC)]","0","NA","0","NA"
"Maharashtra","Buldana","Chikhali","2019-2020","April","11.1.2.c","Malaria (RDT) - Plamodium Falciparum test positive","M11 [NVBDCP]","0","NA","0","0"
"Maharashtra","Buldana","Chikhali","2019-2020","April","12.1.3.b","Out of registered, Boys received counselling","M12 [Adolscent Health]","0","NA","0","0"
